"","id","observed_on_string","observed_on","time_observed_at","time_zone","out_of_range","user_id","user_login","created_at","updated_at","quality_grade","license","url","image_url","tag_list","description","id_please","num_identification_agreements","num_identification_disagreements","captive_cultivated","oauth_application_id","place_guess","positional_accuracy","geoprivacy","coordinates_obscured","positioning_method","positioning_device","species_guess","scientific_name","common_name","iconic_taxon_name","taxon_id","taxon_kingdom_name","taxon_phylum_name","taxon_class_name","taxon_order_name","taxon_family_name","hometown","NLCD_layer","longitude","latitude"
"2498",2969532,"2016-04-18 3:42:16 PM PDT","2016-04-18","2016-04-19 10:42:16 +1200","Pacific Time (US & Canada)","",105431,"shaunmichael","2016-04-19 10:56:06 +1200","2017-04-13 06:46:04 +1200","research","","http://www.inaturalist.org/observations/2969532","https://static.inaturalist.org/photos/3410863/medium.jpeg?1461020182","","","true",3,0,"false",2,"Alameda County, US-CA, US",13,"","false","","","Convergent Lady Beetle","Hippodamia convergens","Convergent Lady Beetle","Insecta",48987,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","sf",23,-122.08307521,37.70902407
"25111",2969721,"Sun Apr 17 2016 14:44:13 GMT-0700 (PDT)","2016-04-17","2016-04-18 09:44:13 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:18:20 +1200","2017-04-13 06:46:20 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2969721","https://static.inaturalist.org/photos/3411102/medium.jpg?1461021529","","Saw many, but only this one with any stage of flowering visible. Seemed like many were smaller and coming up after the recent rains.","false",1,0,"false",3,"SALT POINT STATE PARK",51,"","false","","","Pacific trillium","Trillium ovatum","Pacific trillium","Plantae",49463,"Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","sf",NA,-123.328057,38.5766359999999
"25161",2969740,"2016-04-18 4:03:41 PM PDT","2016-04-18","2016-04-19 11:03:41 +1200","Pacific Time (US & Canada)","false",9638,"antnat","2016-04-19 11:21:05 +1200","2017-04-13 06:46:23 +1200","research","CC-BY","http://www.inaturalist.org/observations/2969740","https://static.inaturalist.org/photos/3411128/medium.jpeg?1461021690","","","false",1,0,"false",2,"Tilden Regional Park, Contra Costa County, US-CA, US",21,"","false","","","American Bullfrog","Lithobates catesbeianus","American Bullfrog","Amphibia",65979,"Animalia","Chordata","Amphibia","Anura","Ranidae","sf",42,-122.26413971,37.91028432
"2538",2969908,"Mon Apr 18 2016 09:39:57 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:39:57 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:34:58 +1200","2017-04-13 06:46:37 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2969908","https://static.inaturalist.org/photos/3411343/medium.jpg?1461022570","Modini Mayacamas","","false",1,0,"false",3,"healdsburg",51,"","false","","","woodland madia","Anisocarpus madioides","woodland madia","Plantae",53137,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","sf",NA,-122.757679,38.734051
"2539",2969918,"Mon Apr 18 2016 09:47:40 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:47:40 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:36:10 +1200","2017-04-13 06:46:38 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2969918","https://static.inaturalist.org/photos/3411355/medium.jpg?1461022631","","","false",1,0,"false",3,"Sonoma County, US-CA, US",7345,"","false","","","Pine Violet","Viola lobata","Pine Violet","Plantae",79512,"Plantae","Magnoliophyta","Magnoliopsida","Malpighiales","Violaceae","sf",82,-122.830634,38.444095
"2541",2969966,"Mon Apr 18 2016 09:58:21 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:58:21 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:40:21 +1200","2017-04-13 06:46:41 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2969966","https://static.inaturalist.org/photos/3411413/medium.jpg?1461022887","Modini Mayacamas","Standing much more erect than I've seen it growing elsewhere","false",1,0,"false",3,"Pine Flat Rd",206,"","false","","","False Solomon's Seal","Maianthemum racemosum","false Solomon's-seal","Plantae",51062,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Asparagaceae","sf",NA,-122.757735,38.734102
"25441",2969981,"Mon Apr 18 2016 10:03:42 GMT-0700 (PDT)","2016-04-18","2016-04-19 05:03:42 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:41:28 +1200","2017-04-13 06:46:42 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2969981","https://static.inaturalist.org/photos/3411427/medium.jpg?1461022966","Modini Mayacamas","At the beginning of the month these were carpeting this section but today only saw this one.","false",1,0,"false",3,"Pine Flat Rd",206,"","false","","","checker lily","Fritillaria affinis","checker lily","Plantae",50618,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","sf",NA,-122.757867,38.7340800000001
"2545",2969995,"Mon Apr 18 2016 10:04:24 GMT-0700 (PDT)","2016-04-18","2016-04-19 05:04:24 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:42:44 +1200","2017-04-13 06:46:44 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2969995","https://static.inaturalist.org/photos/3411533/medium.jpg?1461023413","Modini Mayacamas","","false",1,0,"false",3,"Pine Flat Rd",206,"","false","","","common snowberry","Symphoricarpos albus","Common Snowberry","Plantae",48523,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","sf",NA,-122.757916,38.733943
"25571",2970079,"Mon Apr 18 2016 10:08:40 GMT-0700 (PDT)","2016-04-18","2016-04-19 05:08:40 +1200","Pacific Time (US & Canada)","",14936,"bjoelle","2016-04-19 11:50:10 +1200","2017-04-13 06:46:50 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970079","https://static.inaturalist.org/photos/3411565/medium.jpg?1461023484","Modini Mayacamas","Keyed out. Chose this plant as it was still in bloom and smelling of fresh blooms but many of the others were past. The scent wasn't *nearly* as strong in the air.","false",1,0,"false",3,"Sonoma County, US-CA, US",10,"","false","","","ceanothus cuneatus","Ceanothus cuneatus","Buckbrush","Plantae",49673,"Plantae","Magnoliophyta","Magnoliopsida","Rosales","Rhamnaceae","sf",NA,-122.758123,38.733962
"25611",2970092,"Mon Apr 18 2016 09:07:34 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:07:34 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 11:50:49 +1200","2017-05-05 08:37:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970092","https://static.inaturalist.org/photos/3411580/medium.jpg?1461023548","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Fourleaf manyseed","Polycarpon tetraphyllum","fourleaf manyseed","Plantae",58876,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","sf",23,-122.603395,37.922118
"25711",2970170,"Mon Apr 18 2016 09:23:48 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:23:48 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 11:58:28 +1200","2017-05-05 08:37:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970170","https://static.inaturalist.org/photos/3411691/medium.jpg?1461024085","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Common Douglas-Fir","Pseudotsuga menziesii","common Douglas-fir","Plantae",48256,"Plantae","Pinophyta","Pinopsida","Pinales","Pinaceae","sf",52,-122.6031,37.922215
"2573",2970189,"Mon Apr 18 2016 09:24:26 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:24:26 +1200","Pacific Time (US & Canada)","false",13377,"boschniakia","2016-04-19 12:01:25 +1200","2017-05-05 08:37:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970189","https://static.inaturalist.org/photos/3411728/medium.jpg?1461024316","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Western Fence Lizard","Sceloporus occidentalis","Western Fence Lizard","Reptilia",36204,"Animalia","Chordata","Reptilia","Squamata","Phrynosomatidae","sf",52,-122.603095,37.922203
"25781",2970214,"Mon Apr 18 2016 09:25:22 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:25:22 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 12:05:15 +1200","2017-05-05 08:37:58 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970214","https://static.inaturalist.org/photos/3411782/medium.jpg?1461024685","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Purple star-thistle","Centaurea calcitrapa","purple star-thistle","Plantae",56865,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","sf",52,-122.603056,37.922215
"2585",2970298,"Mon Apr 18 2016 09:41:50 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:41:50 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 12:16:56 +1200","2017-12-17 10:06:48 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2970298","https://static.inaturalist.org/photos/3411877/medium.jpg?1461025359","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Hop trefoil","Trifolium campestre","hop trefoil","Plantae",57076,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","sf",52,-122.602768,37.922252
"2586",2970332,"Mon Apr 18 2016 09:42:44 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:42:44 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 12:22:38 +1200","2017-12-17 12:56:22 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2970332","https://static.inaturalist.org/photos/3411937/medium.jpg?1461025687","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Lesser hop trefoil","Trifolium dubium","Lesser hop trefoil","Plantae",53313,"Plantae","Magnoliophyta","Magnoliopsida","Fabales","Fabaceae","sf",52,-122.602768,37.922252
"2590",2970409,"Mon Apr 18 2016 09:48:16 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:48:16 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 12:33:24 +1200","2017-05-05 08:37:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970409","https://static.inaturalist.org/photos/3412068/medium.jpg?1461026263","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Pink Honeysuckle","Lonicera hispidula","Pink Honeysuckle","Plantae",53416,"Plantae","Magnoliophyta","Magnoliopsida","Dipsacales","Caprifoliaceae","sf",52,-122.602633,37.922315
"2593",2970453,"Mon Apr 18 2016 09:49:00 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:49:00 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 12:37:42 +1200","2017-05-05 08:38:00 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970453","https://static.inaturalist.org/photos/3412164/medium.jpg?1461026643","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Fremont's Deathcamas","Toxicoscordion fremontii","Fremont's Deathcamas","Plantae",49649,"Plantae","Magnoliophyta","Liliopsida","Liliales","Melanthiaceae","sf",52,-122.602619,37.922316
"2600",2970559,"Mon Apr 18 2016 09:50:38 GMT-0700 (PDT)","2016-04-18","2016-04-19 04:50:38 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 12:53:25 +1200","2017-05-05 08:38:00 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970559","https://static.inaturalist.org/photos/3412321/medium.jpg?1461027699","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","Yerba Santa","Eriodictyon californicum","California yerba santa","Plantae",57095,"Plantae","Magnoliophyta","Magnoliopsida","Boraginales","Boraginaceae","sf",52,-122.602471,37.9222929999999
"2602",2970590,"2016-04-18 5:57:49 PM PDT","2016-04-18","2016-04-19 12:57:49 +1200","Pacific Time (US & Canada)","",218892,"emilyhai","2016-04-19 12:58:35 +1200","2017-04-13 06:47:34 +1200","research","","http://www.inaturalist.org/observations/2970590","https://static.inaturalist.org/photos/3412292/medium.jpg?1461027523","","","true",3,0,"false",2,"775 35th Ave San Francisco, CA 94121",10,"","false","","","Western Blue-eyed Grass","Sisyrinchium bellum","western blue-eyed grass","Plantae",49918,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","sf",23,-122.49544927,37.77440843
"2603",2970626,"2016-04-18 8:45:37 AM PDT","2016-04-18","2016-04-19 03:45:37 +1200","Pacific Time (US & Canada)","",24754,"dgreenberger","2016-04-19 13:05:10 +1200","2017-08-25 06:40:52 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970626","https://static.inaturalist.org/photos/3412338/medium.jpeg?1461027948","","","false",1,0,"false",2,"Mt tamalpais",13,"","false","gps","gps","scytheleaf onion","Allium falcifolium","scytheleaf onion","Plantae",47356,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Amaryllidaceae","sf",21,-122.604643,37.921045
"2606",2970631,"2016-04-18 9:39:36 AM PDT","2016-04-18","2016-04-19 04:39:36 +1200","Pacific Time (US & Canada)","",24754,"dgreenberger","2016-04-19 13:05:16 +1200","2017-08-25 06:41:35 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970631","https://static.inaturalist.org/photos/3412347/medium.jpeg?1461027968","","","false",2,0,"false",2,"Airforce Throughway Mill Valley, CA 94941",258,"","false","gps","gps","erect evax","Hesperevax sparsiflora","erect evax","Plantae",56963,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","sf",23,-122.6050367206,37.9218867738
"2607",2970637,"2016-04-18 1:28:15 PM PDT","2016-04-18","2016-04-19 08:28:15 +1200","Pacific Time (US & Canada)","",24754,"dgreenberger","2016-04-19 13:05:23 +1200","2016-04-23 06:02:39 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970637","https://static.inaturalist.org/photos/3412353/medium.jpeg?1461027989","","","false",1,0,"false",2,"California, US",129,"","true","gps","gps","Monterey mariposa lily","Calochortus uniflorus","Monterey mariposa lily","Plantae",61191,"Plantae","Magnoliophyta","Liliopsida","Liliales","Liliaceae","sf",42,-122.5059633415,37.9823539851
"2608",2970638,"2016-04-18 1:38:18 PM PDT","2016-04-18","2016-04-19 08:38:18 +1200","Pacific Time (US & Canada)","",24754,"dgreenberger","2016-04-19 13:05:24 +1200","2017-04-13 10:32:39 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970638","https://static.inaturalist.org/photos/3412354/medium.jpeg?1461027996","","","false",1,0,"false",2,"Bon Tempe Channel Rd S Fairfax, CA 94930",129,"","false","gps","gps","timwort","Cicendia quadrangularis","timwort","Plantae",57087,"Plantae","Magnoliophyta","Magnoliopsida","Gentianales","Gentianaceae","sf",71,-122.5978480652,37.9505373253
"2609",2970640,"2016-04-18 1:45:24 PM PDT","2016-04-18","2016-04-19 08:45:24 +1200","Pacific Time (US & Canada)","",24754,"dgreenberger","2016-04-19 13:05:27 +1200","2016-04-23 06:02:38 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970640","https://static.inaturalist.org/photos/3412356/medium.jpeg?1461028003","","","false",1,0,"false",2,"Bon Tempe Channel Rd S Fairfax, CA 94930",129,"","false","gps","gps","dwarf pearlwort","Sagina apetala","Annual Pearlwort","Plantae",56998,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","sf",71,-122.5978581235,37.9505560962
"2610",2970673,"2016-04-18 6:12:41 PM PDT","2016-04-18","2016-04-19 13:12:41 +1200","Pacific Time (US & Canada)","",28037,"metsa","2016-04-19 13:13:07 +1200","2017-09-05 16:43:27 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970673","https://static.inaturalist.org/photos/3412404/medium.jpeg?1461028402","","","false",2,0,"false",2,"San Francisco County, US-CA, US",10,"","false","","","Miner's Lettuce","Claytonia perfoliata","miner's lettuce","Plantae",52994,"Plantae","Magnoliophyta","Magnoliopsida","Caryophyllales","Montiaceae","sf",23,-122.44673742,37.76482917
"2613",2970762,"Mon Apr 18 2016 11:45:37 GMT-0700 (PDT)","2016-04-18","2016-04-19 06:45:37 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 13:28:22 +1200","2017-04-13 06:47:51 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970762","https://static.inaturalist.org/photos/3412547/medium.jpg?1461029486","","Growing around old pool, lower Mill Valley Air Force Base","false",1,0,"false",3,"Marin County, US-CA, US",10209,"","false","","","Crete weed","Hedypnois cretica","Crete weed","Plantae",60967,"Plantae","Magnoliophyta","Magnoliopsida","Asterales","Asteraceae","sf",21,-122.600604,37.923584
"2614",2970775,"Mon Apr 18 2016 11:45:58 GMT-0700 (PDT)","2016-04-18","2016-04-19 06:45:58 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 13:31:13 +1200","2017-05-05 08:38:01 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970775","https://static.inaturalist.org/photos/3412562/medium.jpg?1461029713","","","false",1,0,"false",3,"Mill Valley Air Force Station, Fairfax, CA, US",5,"","false","","","Bermuda Buttercup","Oxalis pes-caprae","Bermuda buttercup","Plantae",53169,"Plantae","Magnoliophyta","Magnoliopsida","Oxalidales","Oxalidaceae","sf",21,-122.600616,37.923604
"2615",2970803,"Mon Apr 18 2016 12:02:47 GMT-0700 (PDT)","2016-04-18","2016-04-19 07:02:47 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 13:38:23 +1200","2017-05-05 08:38:02 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970803","https://static.inaturalist.org/photos/3412588/medium.jpg?1461030048","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","canyon live oak","Quercus chrysolepis","canyon live oak","Plantae",51092,"Plantae","Magnoliophyta","Magnoliopsida","Fagales","Fagaceae","sf",52,-122.605243,37.921961
"2616",2970813,"Mon Apr 18 2016 12:04:39 GMT-0700 (PDT)","2016-04-18","2016-04-19 07:04:39 +1200","Pacific Time (US & Canada)","",13377,"boschniakia","2016-04-19 13:40:48 +1200","2017-05-05 08:38:02 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970813","https://static.inaturalist.org/photos/3412602/medium.jpg?1461030180","","","false",1,0,"false",3,"Marin Municipal Water District Watershed, Marin County, Golden Gate National Recreation Area, US-CA, US",5,"","false","","","ripgut brome","Bromus diandrus","great brome","Plantae",52702,"Plantae","Magnoliophyta","Liliopsida","Poales","Poaceae","sf",23,-122.605186,37.921846
"2618",2970841,"2016-04-18 6:46:36 PM PDT","2016-04-18","2016-04-19 13:46:36 +1200","Pacific Time (US & Canada)","",218892,"emilyhai","2016-04-19 13:46:58 +1200","2017-04-13 06:47:58 +1200","research","","http://www.inaturalist.org/observations/2970841","https://static.inaturalist.org/photos/3412624/medium.jpg?1461030423","","","true",2,0,"false",2,"303 Ottilia St Daly City, CA 94014",9,"","false","","","Scarlet Pimpernel","Anagallis arvensis","scarlet pimpernel","Plantae",52830,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Primulaceae","sf",23,-122.41603281,37.70491251
"2619",2970910,"2016-04-18 6:58:51 PM PDT","2016-04-18","2016-04-19 13:58:51 +1200","Pacific Time (US & Canada)","",28037,"metsa","2016-04-19 13:59:35 +1200","2017-04-13 06:48:04 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2970910","https://static.inaturalist.org/photos/3412732/medium.jpeg?1461031183","","","false",1,0,"false",2,"San Francisco County, US-CA, US",10,"","false","","","white ramping-fumitory","Fumaria capreolata","white ramping-fumitory","Plantae",57852,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","sf",24,-122.40150589,37.76268657
"2644",2971269,"Sat Apr 16 2016 10:58:21 GMT-0700 (PDT)","2016-04-16","2016-04-17 05:58:21 +1200","Pacific Time (US & Canada)","",143016,"bollyanna","2016-04-19 14:52:17 +1200","2017-05-16 16:41:52 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971269","https://static.inaturalist.org/photos/3413280/medium.jpg?1461034345","","","false",2,0,"false",3,"John McLaren Park",52,"","false","","","scarlet pimpernel","Anagallis arvensis","scarlet pimpernel","Plantae",52830,"Plantae","Magnoliophyta","Magnoliopsida","Ericales","Primulaceae","sf",21,-122.410673,37.717815
"2645",2971270,"Sat Apr 16 2016 11:00:28 GMT-0700 (PDT)","2016-04-16","2016-04-17 06:00:28 +1200","Pacific Time (US & Canada)","",143016,"bollyanna","2016-04-19 14:52:27 +1200","2017-04-13 06:48:47 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971270","https://static.inaturalist.org/photos/3413288/medium.jpg?1461034359","","","false",1,0,"false",3,"John McLaren Park",52,"","false","","","Anise Swallowtail","Papilio zelicaon","Anise Swallowtail","Insecta",51097,"Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","sf",21,-122.410512,37.717934
"2647",2971275,"Sat Apr 16 2016 11:02:17 GMT-0700 (PDT)","2016-04-16","2016-04-17 06:02:17 +1200","Pacific Time (US & Canada)","",143016,"bollyanna","2016-04-19 14:52:46 +1200","2017-04-13 06:48:48 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971275","https://static.inaturalist.org/photos/3413293/medium.jpg?1461034372","","","false",1,0,"false",3,"John McLaren Park",52,"","false","","","California Poppy","Eschscholzia californica","California poppy","Plantae",48225,"Plantae","Magnoliophyta","Magnoliopsida","Ranunculales","Papaveraceae","sf",21,-122.410555,37.717883
"2648",2971282,"Sat Apr 16 2016 11:10:21 GMT-0700 (PDT)","2016-04-16","2016-04-17 06:10:21 +1200","Pacific Time (US & Canada)","",143016,"bollyanna","2016-04-19 14:53:28 +1200","2017-04-13 06:48:49 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971282","https://static.inaturalist.org/photos/3413313/medium.jpg?1461034426","","","false",2,0,"false",3,"John McLaren Park",52,"","false","","","Seven-spotted Ladybird","Coccinella septempunctata","Seven-spotted Ladybug","Insecta",51702,"Animalia","Arthropoda","Insecta","Coleoptera","Coccinellidae","sf",21,-122.410834,37.717943
"2649",2971285,"Sat Apr 16 2016 11:11:17 GMT-0700 (PDT)","2016-04-16","2016-04-17 06:11:17 +1200","Pacific Time (US & Canada)","",143016,"bollyanna","2016-04-19 14:53:44 +1200","2017-04-13 06:48:50 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971285","https://static.inaturalist.org/photos/3413314/medium.jpg?1461034429","","","false",2,0,"false",3,"John McLaren Park",52,"","false","","","English Plantain","Plantago lanceolata","ribwort plantain","Plantae",53178,"Plantae","Magnoliophyta","Magnoliopsida","Lamiales","Plantaginaceae","sf",21,-122.410576,37.717815
"2650",2971295,"Sat Apr 16 2016 11:32:41 GMT-0700 (PDT)","2016-04-16","2016-04-17 06:32:41 +1200","Pacific Time (US & Canada)","",143016,"bollyanna","2016-04-19 14:54:43 +1200","2017-04-13 06:48:51 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971295","https://static.inaturalist.org/photos/3413340/medium.jpg?1461034495","","","false",2,0,"false",3,"John McLaren Park",52,"","false","","","Western Blue-eyed Grass","Sisyrinchium bellum","western blue-eyed grass","Plantae",49918,"Plantae","Magnoliophyta","Liliopsida","Asparagales","Iridaceae","sf",21,-122.410698,37.7179110000001
"2652",2971322,"2016-04-18 6:33:26 AM PDT","2016-04-18","2016-04-19 01:33:26 +1200","Pacific Time (US & Canada)","false",33419,"pv137","2016-04-19 14:58:56 +1200","2017-04-13 06:48:54 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971322","https://static.inaturalist.org/photos/3414526/medium.JPG?1461041880","","Foraging in slough at low tide","false",1,0,"false",2,"San Mateo County, US-CA, US",8,"","false","","","Whimbrel","Numenius phaeopus","Whimbrel","Aves",3901,"Animalia","Chordata","Aves","Charadriiformes","Scolopacidae","sf",22,-122.26186887,37.53242045
"2653",2971325,"2016-04-18 6:33:54 AM PDT","2016-04-18","2016-04-19 01:33:54 +1200","Pacific Time (US & Canada)","false",33419,"pv137","2016-04-19 14:58:58 +1200","2017-04-13 06:48:55 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971325","https://static.inaturalist.org/photos/3414523/medium.JPG?1461041837","","2 exiting slough in early morning","false",1,0,"false",2,"San Mateo County, US-CA, US",9,"","false","","","Common Raccoon","Procyon lotor","Common Raccoon","Mammalia",41663,"Animalia","Chordata","Mammalia","Carnivora","Procyonidae","sf",22,-122.2618971,37.5324135500001
"2654",2971329,"2016-04-18 6:34:34 AM PDT","2016-04-18","2016-04-19 01:34:34 +1200","Pacific Time (US & Canada)","false",33419,"pv137","2016-04-19 14:59:00 +1200","2017-04-13 06:48:56 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971329","https://static.inaturalist.org/photos/3414522/medium.JPG?1461041787","","","false",1,0,"false",2,"San Mateo County, US-CA, US",11,"","false","","","American Crow","Corvus brachyrhynchos","American Crow","Aves",8021,"Animalia","Chordata","Aves","Passeriformes","Corvidae","sf",22,-122.26190512,37.53240834
"2655",2971338,"2016-04-18 6:38:34 AM PDT","2016-04-18","2016-04-19 01:38:34 +1200","Pacific Time (US & Canada)","false",33419,"pv137","2016-04-19 14:59:07 +1200","2017-04-13 06:48:57 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971338","https://static.inaturalist.org/photos/3414511/medium.JPG?1461041687","","","false",1,0,"false",2,"San Mateo County, US-CA, US",7,"","false","","","Song Sparrow","Melospiza melodia","Song Sparrow","Aves",9100,"Animalia","Chordata","Aves","Passeriformes","Passerellidae","sf",22,-122.26190983,37.53239003
"2656",2971343,"2016-04-18 6:44:20 AM PDT","2016-04-18","2016-04-19 01:44:20 +1200","Pacific Time (US & Canada)","false",33419,"pv137","2016-04-19 14:59:10 +1200","2017-04-13 06:48:59 +1200","research","CC-BY-NC","http://www.inaturalist.org/observations/2971343","https://static.inaturalist.org/photos/3414501/medium.JPG?1461041607","","","false",1,0,"false",2,"San Mateo County, US-CA, US",9,"","false","","","Canada Goose","Branta canadensis","Canada Goose","Aves",7089,"Animalia","Chordata","Aves","Anseriformes","Anatidae","sf",22,-122.26191595,37.53239086
"2657",2971347,"2016-04-18 6:44:42 AM PDT","2016-04-18","2016-04-19 01:44:42 +1200","Pacific Time (US & Canada)","false",33419,"pv137","2016-04-19 14:59:13 +1200","2017-12-03 07:14:34 +1300","research","CC-BY-NC","http://www.inaturalist.org/observations/2971347","https://static.inaturalist.org/photos/3414494/medium.JPG?1461041613","","6 foraging in Belmont slough","false",1,0,"false",2,"San Mateo County, US-CA, US",9,"","false","","","Greater Scaup","Aythya marila","Greater Scaup","Aves",7047,"Animalia","Chordata","Aves","Anseriformes","Anatidae","sf",22,-122.26191866,37.53238802
